senderAddress,text,label
BP-SBIUPI,"Dear SBI User, your A/c X7552-debited by Rs20.0 on 15Apr22 transfer to YOGESH KUMAR Ref No 210519688949. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI -SBI",
VM-SBIUPI,"Dear SBI User, your A/c X7552-debited by Rs1.0 on 15Apr22 transfer to ROHIT Ref No 210567256695. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI -SBI",
VM-SBIUPI,"Dear SBI User, your A/c X7552-debited by Rs100.0 on 15Apr22 transfer to ROHIT Ref No 210518186529. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI -SBI",
BP-SBIUPI,"Dear SBI User, your A/c X7552-debited by Rs200.0 on 14Apr22 transfer to khatabook Ref No 210419233719. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI -SBI",
BX-SBIUPI,"Dear SBI User, your A/c X7552-debited by Rs10.0 on 14Apr22 transfer to billdesktez Ref No 210417687660. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI -SBI",
VM-SBIUPI,"Dear SBI User, your A/c X7552-debited by Rs500.0 on 13Apr22 transfer to SUNNY NAGAR Ref No 210320972767. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI -SBI",
VM-SBIUPI,"Rs85.0 debited@SBI UPI frm A/cX7552 on 11Apr22 RefNo 210120352955. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI",
BP-SBIPSG,"Dear Customer, INR 8,484.00 credited to your A/c No XX7552 on 11/04/2022 through NEFT with UTR AXTB221015597844 by SUDARSHAN FACILITIES PVT LTD, INFO: . . . . . 14523647-SBI",
TM-WINZOG,Rs 200 cashback and Rs 15 free tickets credited in your WinZO wallet! \nHurry! Ludo Offer expires soon\nDownload WinZO app: tinyurl.com/5xfrazt3,
BX-SBIUPI,"Dear SBI UPI User, ur A/cX7552 credited by Rs65 on 04Apr22 by  (Ref no 209423306858)",
VM-SBIUPI,"Rs50.0 debited@SBI UPI frm A/cX7552 on 30Mar22 RefNo 208918335085. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI",
VM-SBIUPI,"Rs120.0 debited@SBI UPI frm A/cX7552 on 30Mar22 RefNo 208918990597. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI",
VM-SBIUPI,"Dear SBI UPI User, ur A/cX7552 credited by Rs34 on 29Mar22 by  (Ref no 208848947427)",
VM-SBIUPI,"Dear SBI UPI User, ur A/cX7552 credited by Rs26 on 29Mar22 by  (Ref no 208817112640)",
BZ-ATMSBI,"Dear Customer, transaction number 208621027032 for Rs.109.18 by SBI Debit Card X4594 done at 33887702 on 27Mar22 at 21:56:00. Your updated available balance is Rs.1058.61. If not done by you, forward this SMS to 9223008333/ call 1800111109/9449112211 to block card.@",
VM-SBIUPI,"Rs75.0 debited@SBI UPI frm A/cX7552 on 27Mar22 RefNo 208619622865. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI",
VM-SBIUPI,"Rs39.0 debited@SBI UPI frm A/cX7552 on 24Mar22 RefNo 208322549654. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI",
BZ-ATMSBI,"Dear Customer, transaction number 208314001601 for Rs.158.80 by SBI Debit Card X4594 done at 33876982 on 24Mar22 at 14:07:54. Your updated available balance is Rs.1756.11. If not done by you, forward this SMS to 9223008333/ call 1800111109/9449112211 to block card.@",
VK-SBIUPI,"Rs200.0 debited@SBI UPI frm A/cX7552 on 23Mar22 RefNo 208218342716. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI",
JM-WINZOG,Rs.500 cashback and Rs.15 free tickets credited in your WinZO wallet! Hurry! Holi Offer expires soon Download WinZO app: https://bit.ly/31KAl8l,
BV-ATMSBI,"Dear Customer, transaction number 207521919673 for Rs.110.00 by SBI Debit Card X4594 done at 80378126 on 16Mar22 at 21:51:57. Your updated available balance is Rs.1030.91. If not done by you, forward this SMS to 9223008333/ call 1800111109/9449112211 to block card.",
AD-SBICRM,"Dear Customer, Thank you for Banking with us, Case - 87732904 created for BHIM SBI PAY(UPI) - UPI PAYMENT/TRANSFER - ACCOUNT DEBITED BUT NEITHER BENEFICIARY'S CREDITED NOR AMOUNT REFUNDED (P2P) is under investigation and will be resolved soon. -SBI Customer Care",
VK-SBIUPI,"Rs200.0 debited@SBI UPI frm A/cX7552 on 08Mar22 RefNo 206722804149. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI",
BZ-CBSSBI,"Your A/C XXXXX577552 Credited INR 2,000.00 on 07/03/22 -Deposit of Cash at S5NK000742623 CDM. Avl Bal INR 2,377.08-SBI",
VK-ATMSBI,"Dear Customer, transaction number 206522901325 for Rs.110.00 by SBI Debit Card X4594 done at 80378126 on 06Mar22 at 22:05:35. Your updated available balance is Rs.375.76. If not done by you, forward this SMS to 9223008333/ call 1800111109/9449112211 to block card.",
VM-SBIUPI,"Rs10.0 debited@SBI UPI frm A/cX7552 on 05Mar22 RefNo 206416962785. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI",
BV-CBSSBI,"Dear Customer, Your A/C XXXXX577552 has a debit by transfer of Rs 109.18 on 01/03/22. Avl Bal Rs 823.76.-SBI",
VM-SBIUPI,"Rs10.0 debited@SBI UPI frm A/cX7552 on 27Feb22 RefNo 205811516402. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI",
VM-SBIUPI,"Rs24.0 debited@SBI UPI frm A/cX7552 on 26Feb22 RefNo 205723844982. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI",
VM-SBIUPI,"Rs239.0 debited@SBI UPI frm A/cX7552 on 26Feb22 RefNo 205711491270. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI",
VM-SBIUPI,"Rs239.0 debited@SBI UPI frm A/cX7552 on 26Feb22 RefNo 205711410622. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI",
59029415,"FANTASY SPORTS MYFAB11 PRIVATE LIMITED has requested money from you on your Google Pay app. On approving the request, Rs 1.00 will be debited from your account.
",
59029415,"FANTASY SPORTS MYFAB11 PRIVATE LIMITED has requested money from you on your Google Pay app. On approving the request, Rs 1.00 will be debited from your account.
",
59029415,"FANTASY SPORTS MYFAB11 PRIVATE LIMITED has requested money from you on your Google Pay app. On approving the request, Rs 1.00 will be debited from your account.
",
TM-WINZOG,"Rs.500 cashback and Rs.5 free tickets credited in your WinZO wallet!
Hurry! Special Offer expires soon
Download WinZO app: https://bit.ly/31KAl8l",
VM-SBIUPI,"Rs29.0 debited@SBI UPI frm A/cX7552 on 24Feb22 RefNo 205500641168. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI",
BX-ATMSBI,"Dear Customer, transaction number 205419000355 for Rs.109.18 by SBI Debit Card X4594 done at 39071363 on 23Feb22 at 19:14:52. Your updated available balance is Rs.1722.76. If not done by you, forward this SMS to 9223008333/ call 1800111109/9449112211 to block card.",
VK-SBIUPI,"Dear SBI UPI User, ur A/cX7552 credited by Rs16 on 14Feb22 by  (Ref no 204546428290)",
VK-SBIUPI,"Dear SBI UPI User, ur A/cX7552 credited by Rs41 on 14Feb22 by  (Ref no 204508727462)",
VM-SBIUPI,"Rs110.0 debited@SBI UPI frm A/cX7552 on 12Feb22 RefNo 204316497393. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI",
VM-SBIUPI,"Rs830.0 debited@SBI UPI frm A/cX7552 on 11Feb22 RefNo 204219675576. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI",
VM-SBIUPI,"Rs20.0 debited@SBI UPI frm A/cX7552 on 10Feb22 RefNo 204118896921. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI",
VK-DOPBNK,Account  No. XXXXXXXX7750 CREDIT with amount Rs. 5000.00 on 09-02-2022. Balance: Rs.38000.00. [IN1669197],
VM-SBIPSG,"Dear Customer, INR 5,454.00 credited to your A/c No XX7552 on 08/02/2022 through NEFT with UTR AXTB220395613928 by SUDARSHAN FACILITIES PVT LTD, INFO: . . . . . 14131029-SBI",
BZ-ATMSBI,"Dear Customer, transaction number 203713023082 for Rs.109.18 by SBI Debit Card X4594 done at 33876981 on 06Feb22 at 13:36:43. Your updated available balance is Rs.4418.67. If not done by you, forward this SMS to 9223008333/ call 1800111109/9449112211 to block card.",
QP-GOPAAM,"Dear Sir/Madam, due to your good credit record, the loan credit has been increased! Please get it in the app. https://bit.ly/3oqnJeC (GOPAL)",
VK-SBIUPI,"Rs200.0 debited@SBI UPI frm A/cX7552 on 04Feb22 RefNo 203514735799. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI",
BV-ATMSBI,"Dear Customer, transaction number 203319019677 for Rs.109.18 by SBI Debit Card X4594 done at 33887706 on 02Feb22 at 19:45:03. Your updated available balance is Rs.1950.85. If not done by you, forward this SMS to 9223008333/ call 1800111109/9449112211 to block card.",
VM-SBIPSG,"Dear Customer, INR 134.35 credited to your A/c No XX7552 on 31/01/2022 through NEFT with UTR N031220988775202 by ANI TECHNOLOGIES PRIVATE LIMITED, INFO: YESB0000001-SBI",
VM-SBIUPI,"Rs3000.0 debited@SBI UPI frm A/cX7552 on 31Jan22 RefNo 203110207666. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI",
VM-SBIUPI,"Rs30.0 debited@SBI UPI frm A/cX7552 on 30Jan22 RefNo 203019706939. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI",
VM-SBIUPI,"Dear SBI UPI User, ur A/cX7552 credited by Rs20 on 30Jan22 by  (Ref no 203017503410)",
VM-SBIUPI,"Dear SBI UPI User, ur A/cX7552 credited by Rs120 on 30Jan22 by  (Ref no 203015501019)",
VM-SBIUPI,"Dear SBI UPI User, ur A/cX7552 credited by Rs45 on 30Jan22 by  (Ref no 203014348525)",
VM-SBIUPI,"Dear SBI UPI User, ur A/cX7552 credited by Rs29 on 30Jan22 by  (Ref no 203070414006)",
VK-DOPBNK,Account  No. XXXXXXXX7750 CREDIT with amount Rs. 2000.00 on 28-01-2022. Balance: Rs.33000.00. [IN1733833],
VM-SBIUPI,"Rs70.0 debited@SBI UPI frm A/cX7552 on 27Jan22 RefNo 202720182329. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI",
VM-SBIUPI,"Dear SBI UPI User, ur A/cX7552 credited by Rs17 on 27Jan22 by  (Ref no 202749983187)",
59029415,"AMRITPAL KAUR has requested money from you on your Google Pay app. On approving the request, Rs 500.00 will be debited from your account.
",
VM-DOPBNK,Account  No. XXXXXXXX7750 CREDIT with amount Rs. 5000.00 on 12-01-2022. Balance: Rs.31000.00. [IN1995959],
JD-RELONE,"Dear Customer, 
You are now eligible for 20% cashback in JioMart Maha Cashback Program. The cashback will be credited to your Reliance One account linked with mobile no. within next 3 days. Redeem cashback on your next purchase. T&C apply.
Team JioMart",
VM-SBIUPI,"Rs239.0 debited@SBI UPI frm A/cX7552 on 06Jan22 RefNo 200622269767. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI",
BP-ATMSBI,"Dear Customer, transaction number 200615031646 for Rs.158.80 by SBI Debit Card X4594 done at 39007977 on 06Jan22 at 15:59:36. Your updated available balance is Rs.1006.89. If not done by you, forward this SMS to 9223008333/ call 1800111109/944911211 to block card.",
VM-SBIUPI,"Dear SBI UPI User, ur A/cX7552 credited by Rs400 on 05Jan22 by  (Ref no 200583270931)",
VM-SBIUPI,"Rs49.0 debited@SBI UPI frm A/cX7552 on 03Jan22 RefNo 200313177057. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI",
CP-HDFCBN,"New Year 5K* Deal!
Save up to Rs. 5,000/-* with HDFC Bank Debit Card. Get offers on Electronics, Cosmetic & more. Open a Savings A/C instantly: hdfcbk.io/a/RWj8M9q 
*T&C",
VM-SBIUPI,"Rs1000.0 debited@SBI UPI frm A/cX7552 on 28Dec21 RefNo 136222788774. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI",
VM-SBIUPI,"Dear SBI UPI User, ur A/cX7552 credited by Rs12 on 24Dec21 by  (Ref no 135851277387)",
VM-SBIPSG,"Dear Customer, INR 159.53 credited to your A/c No XX7552 on 24/12/2021 through NEFT with UTR N358210922318336 by ANI TECHNOLOGIES PRIVATE LIMITED, INFO: YESB0000001-SBI",
BX-ATMSBI,"Dear customer, transaction number 135813031823 for Rs158.80 by SBI Debit Card X4594 at 33876980 on 24Dec21 at 13:47:35. If not done forward this SMS to 9223008333 or call 18001111109/9449112211 to block card",
VM-SBIUPI,"Dear SBI UPI User, ur A/cX7552 credited by Rs33 on 24Dec21 by  (Ref no 135847081678)",
VM-SBIUPI,"Rs230.0 debited@SBI UPI frm A/cX7552 on 23Dec21 RefNo 135722395204. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI",
VM-SBIUPI,"Dear SBI UPI User, ur A/cX7552 credited by Rs26 on 23Dec21 by  (Ref no 135738585702)",
VM-SBIUPI,"Dear SBI UPI User, ur A/cX7552 credited by Rs28 on 23Dec21 by  (Ref no 135785713555)",
VM-SBIUPI,"Dear SBI UPI User, ur A/cX7552 credited by Rs17 on 23Dec21 by  (Ref no 135717044691)",
VM-SBIPSG,"Dear Customer, INR 13.47 credited to your A/c No XX7552 on 22/12/2021 through NEFT with UTR N356210918886567 by ANI TECHNOLOGIES PRIVATE LIMITED, INFO: YESB0000001-SBI",
VM-SBIISD,"Important! SMS sent by SBI will always bear the short codes 'SBI', e.g., SBIBNK, SBIINB, SBYONO, ATMSBI.  Do not act on messages received from strangers asking you to update KYC or unlock debit card by clicking on links. Such emails/ SMSs could be a fraud. Beware! & Stay Safe! - SBI Infosec Team",
BZ-ATMSBI,"Dear customer, transaction number 135013166280 for Rs160.00 by SBI Debit Card X4594 at BM747281 on 16Dec21 at 13:06:26. If not done forward this SMS to 9223008333 or call 18001111109/9449112211 to block card",
BV-ATMSBI,"Dear customer, transaction number 134821000412 for Rs158.80 by SBI Debit Card X4594 at 33887706 on 14Dec21 at 21:57:29. If not done forward this SMS to 9223008333 or call 18001111109/9449112211 to block card",
JX-RELONE,"Dear Customer, 
You are now eligible for 20% cashback in JioMart Maha Cashback Program. The cashback will be credited to your Reliance One account linked with mobile no. within next 3 days. Redeem cashback on your next purchase. T&C apply.
Team JioMart",
PSBANK,"INR 2000 debited from A/c **2533 ( BY ATM ATMD/MN035501/RUPNAGAR/09:56:0) Bal (21279.99)03-05-2022 09:56:03. If transaction is unauthorized, SMS ""BLOCK A/c No"" or ""BLOCK ALL"" to 8828837411 and click ""https://punjabandsindbank.co.in/module/complaint-lodge-grievence"" to lodge a complaint. Punjab & Sind Bank",
PSBANK,"PSB000000000847773
A/c No **2533 Credited with Rs 2643.3--NEFT/N123221179484938/RZPX PVT LTD (CLR BAL 23279.99CR)(03-05-2022 03:04:21)-Punjab&Sind Bank",
PSBANK,"INR 500 debited from A/c **2533 ( BY ATM POS/82576980/18:23:51/21191891) Bal (20636.69)29-04-2022 18:23:53. If transaction is unauthorized, SMS ""BLOCK A/c No"" or ""BLOCK ALL"" to 8828837411 and click ""https://punjabandsindbank.co.in/module/complaint-lodge-grievence"" to lodge a complaint. Punjab & Sind Bank",
PSBANK,"PSB000000000027616
A/c No **2533 Credited with Rs 104.37--NEFT/SBIN522117637672/MANAULI (CLR BAL 21313.69CR)(27-04-2022 10:35:14)-Punjab&Sind Bank",
PSBANK,"INR 5000 debited from A/c **2533 ( BY ATM ATMD/MN035501/RUPNAGAR/19:53:5) Bal (21709.32)24-04-2022 19:53:59. If transaction is unauthorized, SMS ""BLOCK A/c No"" or ""BLOCK ALL"" to 8828837411 and click ""https://punjabandsindbank.co.in/module/complaint-lodge-grievence"" to lodge a complaint. Punjab & Sind Bank",
PSBANK,"INR 4.72 debited from A/c **2045 (Charges for NEFT Customer Paym) Bal (279.58)21-04-2022 16:32:44. If transaction is unauthorized, SMS ""BLOCK A/c No"" or ""BLOCK ALL"" to 8828837411 and click ""https://punjabandsindbank.co.in/module/complaint-lodge-grievence"" to lodge a complaint. Punjab & Sind Bank",
PSBANK,"INR 100000 debited from A/c **2045 (NEFT/PSIBN22111874642) Bal (284.3)21-04-2022 16:32:44. If transaction is unauthorized, SMS ""BLOCK A/c No"" or ""BLOCK ALL"" to 8828837411 and click ""https://punjabandsindbank.co.in/module/complaint-lodge-grievence"" to lodge a complaint. Punjab & Sind Bank",
PSBANK,"INR 5000 debited from A/c **2533 ( BY ATM ATMD/MN035501/RUPNAGAR/11:04:2) Bal (26709.32)20-04-2022 11:04:27. If transaction is unauthorized, SMS ""BLOCK A/c No"" or ""BLOCK ALL"" to 8828837411 and click ""https://punjabandsindbank.co.in/module/complaint-lodge-grievence"" to lodge a complaint. Punjab & Sind Bank",
PSBANK,"INR 500 debited from A/c **2533 ( BY ATM POS/30110152/21:53:16/21092184) Bal (31709.32)19-04-2022 21:53:17. If transaction is unauthorized, SMS ""BLOCK A/c No"" or ""BLOCK ALL"" to 8828837411 and click ""https://punjabandsindbank.co.in/module/complaint-lodge-grievence"" to lodge a complaint. Punjab & Sind Bank",
PSBANK,"PSB000000000312606
A/c No **2045 Credited with Rs 8.79--P042203631B2C IOAP34D IOCL LPG (CLR BAL 100284.3CR)(19-04-2022 17:46:34)-Punjab&Sind Bank",
PSBANK,"PSB000000000783439
A/c No **2533 Credited with Rs 2092.65--NEFT/N109221146082084/RZPX PVT LTD (CLR BAL 32209.32CR)(19-04-2022 04:34:21)-Punjab&Sind Bank",
PSBANK,"INR 480 debited from A/c **2533 ( BY ATM POS/5P632395/22:58:56/21082215) Bal (30116.67)18-04-2022 22:58:56. If transaction is unauthorized, SMS ""BLOCK A/c No"" or ""BLOCK ALL"" to 8828837411 and click ""https://punjabandsindbank.co.in/module/complaint-lodge-grievence"" to lodge a complaint. Punjab & Sind Bank",
BP-PSBANK,"INR 10000 debited from A/c **2533 ( BY ATM ATMD/MN035501/RUPNAGAR/07:52:1) Bal (30596.67)15-04-2022 07:52:15. If transaction is unauthorized, SMS ""BLOCK A/c No"" or ""BLOCK ALL"" to 8828837411 and click ""https://punjabandsindbank.co.in/module/complaint-lodge-grievence"" to lodge a complaint. Punjab & Sind Bank",
PSBANK,"INR 320 debited from A/c **2533 ( BY ATM POS/84572793/22:19:18/21032290) Bal (40596.67)13-04-2022 22:19:21. If transaction is unauthorized, SMS ""BLOCK A/c No"" or ""BLOCK ALL"" to 8828837411 and click ""https://punjabandsindbank.co.in/module/complaint-lodge-grievence"" to lodge a complaint. Punjab & Sind Bank",
PSBANK,"INR 130 debited from A/c **2533 ( BY ATM POS/5P632406/23:02:24/21022322) Bal (40916.67)12-04-2022 23:02:24. If transaction is unauthorized, SMS ""BLOCK A/c No"" or ""BLOCK ALL"" to 8828837411 and click ""https://punjabandsindbank.co.in/module/complaint-lodge-grievence"" to lodge a complaint. Punjab & Sind Bank",
PSBANK,"PSB000000000235693
A/c No **2533 Credited with Rs 618.75--NEFT/N101221128722769/RZPX PVT LTD (CLR BAL 41036.92CR)(11-04-2022 17:39:38)-Punjab&Sind Bank",
PSBANK,"INR 2000 debited from A/c **2533 ( BY ATM ATMD/MN035501/RUPNAGAR/12:44:1) Bal (40418.17)11-04-2022 12:44:12. If transaction is unauthorized, SMS ""BLOCK A/c No"" or ""BLOCK ALL"" to 8828837411 and click ""https://punjabandsindbank.co.in/module/complaint-lodge-grievence"" to lodge a complaint. Punjab & Sind Bank",
PSBANK,"INR 440 debited from A/c **2533 ( BY ATM POS/34434443/22:35:47/20992200) Bal (42418.17)09-04-2022 22:35:47. If transaction is unauthorized, SMS ""BLOCK A/c No"" or ""BLOCK ALL"" to 8828837411 and click ""https://punjabandsindbank.co.in/module/complaint-lodge-grievence"" to lodge a complaint. Punjab & Sind Bank",
PSBANK,"INR 2000 debited from A/c **2533 ( BY ATM ATMD/SPCN5201/CHANDIGARH/23:11) Bal (42858.17)07-04-2022 23:11:57. If transaction is unauthorized, SMS ""BLOCK A/c No"" or ""BLOCK ALL"" to 8828837411 and click ""https://punjabandsindbank.co.in/module/complaint-lodge-grievence"" to lodge a complaint. Punjab & Sind Bank",
PSBANK,"INR 130 debited from A/c **2533 ( BY ATM POS/5P631283/22:57:46/20972294) Bal (44858.17)07-04-2022 22:57:46. If transaction is unauthorized, SMS ""BLOCK A/c No"" or ""BLOCK ALL"" to 8828837411 and click ""https://punjabandsindbank.co.in/module/complaint-lodge-grievence"" to lodge a complaint. Punjab & Sind Bank",
PSBANK,"INR 800 debited from A/c **2533 ( BY ATM POS/46088558/21:29:35/20972181) Bal (44988.17)07-04-2022 21:29:36. If transaction is unauthorized, SMS ""BLOCK A/c No"" or ""BLOCK ALL"" to 8828837411 and click ""https://punjabandsindbank.co.in/module/complaint-lodge-grievence"" to lodge a complaint. Punjab & Sind Bank",
PSBANK,"INR 239 debited from A/c **2045 ( BY ATM POS/70013861/13:32:24/20971300) Bal (100409.51)07-04-2022 13:32:25. If transaction is unauthorized, SMS ""BLOCK A/c No"" or ""BLOCK ALL"" to 8828837411 and click ""https://punjabandsindbank.co.in/module/complaint-lodge-grievence"" to lodge a complaint. Punjab & Sind Bank",
AX-PNBSMS,"Ac XXXXXXXX004450 Credited with Rs.5163.23 , 06-04-2022 15:40:57. Aval Bal Rs.0.00 CR. Helpline 18001802222.Register for e-statement,if not done.No carelessness until there is a cure.Please rate service of branch on a scale of 1 to 5(1 being poor & 5 being excellent.Send PNBFEEDBACK <1...5> to 56161.)-PNB",
PSBANK,"PSB000000000152754
A/c No **2533 Credited with Rs 140.1--Cr-IMPS :P2A (CLR BAL 45788.17CR)(06-04-2022 15:16:44)-Punjab&Sind Bank",
PSBANK,"PSB000000000140237
A/c No **2533 Credited with Rs 140.1--Cr-IMPS :P2A (CLR BAL 45648.07CR)(06-04-2022 15:11:02)-Punjab&Sind Bank",
BP-PSBANK,"INR 300 debited from A/c **2533 ( BY ATM POS/5P537271/22:29:02/20952233) Bal (45507.97)05-04-2022 22:29:03. If transaction is unauthorized, SMS ""BLOCK A/c No"" or ""BLOCK ALL"" to 8828837411 and click ""https://punjabandsindbank.co.in/module/complaint-lodge-grievence"" to lodge a complaint. Punjab & Sind Bank@",
BP-PSBANK,"INR 6000 debited from A/c **2533 ( BY ATM ATMD/MN035501/RUPNAGAR/18:09:2) Bal (45807.97)05-04-2022 18:09:28. If transaction is unauthorized, SMS ""BLOCK A/c No"" or ""BLOCK ALL"" to 8828837411 and click ""https://punjabandsindbank.co.in/module/complaint-lodge-grievence"" to lodge a complaint. Punjab & Sind Bank",
PSBANK,"INR 500 debited from A/c **2533 ( BY ATM POS/46088377/12:50:15/20951251) Bal (51807.97)05-04-2022 12:50:16. If transaction is unauthorized, SMS ""BLOCK A/c No"" or ""BLOCK ALL"" to 8828837411 and click ""https://punjabandsindbank.co.in/module/complaint-lodge-grievence"" to lodge a complaint. Punjab & Sind Bank",
BP-PSBANK,"INR 390 debited from A/c **2533 ( BY ATM POS/21375674/21:49:22/20942191) Bal (52307.97)04-04-2022 21:49:24. If transaction is unauthorized, SMS ""BLOCK A/c No"" or ""BLOCK ALL"" to 8828837411 and click ""https://punjabandsindbank.co.in/module/complaint-lodge-grievence"" to lodge a complaint. Punjab & Sind Bank",
PSBANK,"INR 260 debited from A/c **2533 ( BY ATM POS/5P531020/19:03:00/20941932) Bal (52697.97)04-04-2022 19:03:01. If transaction is unauthorized, SMS ""BLOCK A/c No"" or ""BLOCK ALL"" to 8828837411 and click ""https://punjabandsindbank.co.in/module/complaint-lodge-grievence"" to lodge a complaint. Punjab & Sind Bank",
BP-PSBANK,"PSB000000000106508
A/c No **2533 Credited with Rs 4618.35--NEFT/N094221112120777/RZPX PVT LTD (CLR BAL 52957.97CR)(04-04-2022 17:04:48)-Punjab&Sind Bank",
PSBANK,"PSB000000000106508
A/c No **2533 Credited with Rs 4618.35--NEFT/N094221112120777/RZPX PVT LTD (CLR BAL 52957.97CR)(04-04-2022 17:04:48)-Punjab&Sind Bank",
PSBANK,"INR 794 debited from A/c **2533 ( BY ATM POS/IO058860/22:34:36/20932248) Bal (48335.87)03-04-2022 22:34:37. If transaction is unauthorized, SMS ""BLOCK A/c No"" or ""BLOCK ALL"" to 8828837411 and click ""https://punjabandsindbank.co.in/module/complaint-lodge-grievence"" to lodge a complaint. Punjab & Sind Bank",
PSBANK,"PSB000000000369030
A/c No **2533 Credited with Rs 500--NEFT/RBI0912286757900/District Treasury Off (CLR BAL 49579.87CR)(31-03-2022 14:36:06)-Punjab&Sind Bank",
PSBANK,"INR 500 debited from A/c **2533 ( BY ATM POS/46088377/12:40:35/20901270) Bal (49079.87)31-03-2022 12:40:36. If transaction is unauthorized, SMS ""BLOCK A/c No"" or ""BLOCK ALL"" to 8828837411 and click ""https://punjabandsindbank.co.in/module/complaint-lodge-grievence"" to lodge a complaint. Punjab & Sind Bank",
PSBANK,"PSB000000000943130
A/c No **3551 Credited with Rs 193.7--BY TRANSFER MIDDAY MEAL (CLR BAL 1443.3CR)(29-03-2022 14:08:20)-Punjab&Sind Bank",
PSBANK,"PSB000000000936244
A/c No **2045 Credited with Rs 100000--NEFT/N088221892310798/RAM SINGH S/O DEV RAJ (CLR BAL 100648.51CR)(29-03-2022 14:04:16)-Punjab&Sind Bank",
PSBANK,"PSB000000000477572
A/c No **2533 Credited with Rs 5071.75--NEFT/N088221100034154/RZPX PVT LTD (CLR BAL 49544.87CR)(29-03-2022 10:40:57)-Punjab&Sind Bank",
QP-HDFCBK,"UPDATE: Your A/c XX6219 credited with INR 50.00 on 16-03-22 by A/c linked to mobile no XX3751 (IMPS Ref No. 207517609743) Available bal: INR 5,051.03",
QP-HDFCBK,"UPDATE: Your A/c XX6219 credited with INR 10.00 on 15-03-22 by A/c linked to mobile no XX3751 (IMPS Ref No. 207411244745) Available bal: INR 5,001.03",
CP-HDFCBK,"UPDATE: Your A/c XX6219 credited with INR 2,296.00 on 08-03-22 by A/c linked to mobile no XX3751 (IMPS Ref No. 206711470387) Available bal: INR 4,991.03",
QP-HDFCBK,HDFC Bank: Rs 56.00 debited from a/c **6219 on 02-03-22 to VPA shadowfax@icici(UPI Ref No 206136444721). Not you? Call on 18002586161 to report,
QP-HDFCBK,HDFC Bank: Rs 700.00 debited from a/c **6219 on 01-03-22 to VPA shadowfax@icici(UPI Ref No 206033162228). Not you? Call on 18002586161 to report,
QP-HDFCBK,HDFC Bank: Rs 500.00 debited from a/c **6219 on 28-02-22 to VPA shadowfax@icici(UPI Ref No 205932070416). Not you? Call on 18002586161 to report,
QP-HDFCBK,HDFC Bank: Rs 500.00 debited from a/c **6219 on 28-02-22 to VPA shadowfax@icici(UPI Ref No 205931700845). Not you? Call on 18002586161 to report,
QP-HDFCBK,HDFC Bank: Rs 500.00 debited from a/c **6219 on 27-02-22 to VPA shadowfax@icici(UPI Ref No 205830668623). Not you? Call on 18002586161 to report,
QP-HDFCBK,"UPDATE: Your A/c XX6219 credited with INR 2,000.00 on 27-02-22 by A/c linked to mobile no XX3751 (IMPS Ref No. 205811125187) Available bal: INR 2,532.03",
QP-HDFCBK,UPDATE: Your A/c XX6219 credited with INR 120.00 on 26-02-22 by A/c linked to mobile no XX3751 (IMPS Ref No. 205721446270) Available bal: INR 532.03,
